"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Monsoon Curry Indian Restaurant","4.5","514","3466 Cambie St.","Vancouver","British Columbia","CA","https://monsoonvancouver.com/","+1 604-873-3686","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Monsoon%20Curry%20Indian%20Restaurant&query_place_id=ChIJa8IwZsBzhlQR9QFUO9kWwOw"
"Nuba in Yaletown","4.2","1483","508 Davie St","Vancouver","British Columbia","CA","http://www.nuba.ca/","+1 604-661-4129","Restaurant","https://www.google.com/maps/search/?api=1&query=Nuba%20in%20Yaletown&query_place_id=ChIJZZP6HNRzhlQRTgKreAfu7O4"
"Maizal RMF | Mexican Restaurant","4.4","754","2815 Main St","Vancouver","British Columbia","CA","http://maizalmsf.ca/","+1 604-709-0813","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Maizal%20RMF%20%7C%20Mexican%20Restaurant&query_place_id=ChIJS7TPzuNzhlQRDLeDEoR65kU"
"Rayhan","4.2","361","3170 Oak St","Vancouver","British Columbia","CA","http://www.rayhanrestaurant.com/","+1 604-731-3553","Mediterranean restaurant","https://www.google.com/maps/search/?api=1&query=Rayhan&query_place_id=ChIJU8DtYepzhlQR9IUz37U4e5w"
"Moltaqa Moroccan Restaurant Mainland Street Yaletown","4.4","1930","1002 Mainland St","Vancouver","British Columbia","CA","https://www.moltaqarestaurant.ca/","+1 604-841-1182","Moroccan restaurant","https://www.google.com/maps/search/?api=1&query=Moltaqa%20Moroccan%20Restaurant%20Mainland%20Street%20Yaletown&query_place_id=ChIJnbZ_HnpxhlQRYtAR6udPH4g"
"TonTon Sushi","4.5","1144","4018 Cambie St.","Vancouver","British Columbia","CA","http://www.tontonsushi.com/","+1 604-428-2742","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=TonTon%20Sushi&query_place_id=ChIJDxxK9V9zhlQRKohrRXdNE-w"
"Kishimoto Japanese Restaurant","4.4","1188","2054 Commercial Dr","Vancouver","British Columbia","CA","http://www.kishimotorestaurant.com/","+1 604-255-5550","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Kishimoto%20Japanese%20Restaurant&query_place_id=ChIJZxCTL0ZxhlQRu0UC3PS9PgA"
"Apollo's (Daybreakers) Restaurant | Brunch Vancouver","4.3","1316","2095 Commercial Dr","Vancouver","British Columbia","CA","https://apollosrestaurant.com/","+1 604-336-7464","Greek restaurant","https://www.google.com/maps/search/?api=1&query=Apollo's%20(Daybreakers)%20Restaurant%20%7C%20Brunch%20Vancouver&query_place_id=ChIJ7cyqJUZxhlQRnU84VhwKiHQ"
"JJ Dosa (dosai) Indian Restaurant","4.6","853","4354 Fraser St","Vancouver","British Columbia","CA","https://jjdosai.ca/","+1 604-873-9263","Indian restaurant","https://www.google.com/maps/search/?api=1&query=JJ%20Dosa%20(dosai)%20Indian%20Restaurant&query_place_id=ChIJR47ZCrx1hlQRBPfX8-ul2zU"
"Tacofino Ocho","4.1","1666","8 E 5th Ave","Vancouver","British Columbia","CA","https://www.tacofino.com/location/ocho","+1 604-709-0015","Burrito restaurant","https://www.google.com/maps/search/?api=1&query=Tacofino%20Ocho&query_place_id=ChIJE3nuJxpzhlQRYFKAJ9Sv09I"
"McCleery Golf Restaurant","4.2","13","7188 Macdonald St","Vancouver","British Columbia","CA","https://vancouver.ca/parks-recreation-culture/special-events.aspx","+1 604-257-8182","Restaurant","https://www.google.com/maps/search/?api=1&query=McCleery%20Golf%20Restaurant&query_place_id=ChIJ71orYqJ0hlQR7mTXCRvhtQ8"
"Lucky Fortune Seafood Restaurant","3.6","74","8012 Granville St","Vancouver","British Columbia","CA","http://luckyfortuneseafood.zomi.menu/","+1 604-261-6328","Cantonese restaurant","https://www.google.com/maps/search/?api=1&query=Lucky%20Fortune%20Seafood%20Restaurant&query_place_id=ChIJR8wO0Fl1hlQRaqNfCfd3dOU"
"Simply Delicious Restaurant & Bar","4.1","516","4316 Main St","Vancouver","British Columbia","CA","https://sdeatery.com/","+1 604-875-9866","Asian fusion restaurant","https://www.google.com/maps/search/?api=1&query=Simply%20Delicious%20Restaurant%20%26%20Bar&query_place_id=ChIJG8-2pfdzhlQR3kuogd8C86g"
"Tutto Restaurant & Bar","4.4","910","901 Homer St","Vancouver","British Columbia","CA","http://www.tuttorestaurant.ca/","+1 604-633-8868","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Tutto%20Restaurant%20%26%20Bar&query_place_id=ChIJk5D8YERxhlQRbJ_4S2KU7c0"
"Ho Yuen Cafe","4.1","493","1750 W 75th Ave #113","Vancouver","British Columbia","CA","https://hoyuencafe.ca/","+1 226-368-3891","Hong Kong style fast food restaurant","https://www.google.com/maps/search/?api=1&query=Ho%20Yuen%20Cafe&query_place_id=ChIJ9yUyE4x1hlQRRIHj1MLym9w"
"Sushi Wow","4.5","626","8273 Granville St","Vancouver","British Columbia","CA","https://sushiwow.ca/","+1 604-261-8112","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Sushi%20Wow&query_place_id=ChIJh0gInZN0hlQRIu7VobALFYE"
"Ipoh Malay Cuisine","4","706","1316 W 73rd Ave","Vancouver","British Columbia","CA","https://www.instagram.com/ipohmalaycuisine?igsh=MW8xd2VuNWc1cWxtMg%3D%3D&utm_source=qr","+1 604-559-9898","Malaysian restaurant","https://www.google.com/maps/search/?api=1&query=Ipoh%20Malay%20Cuisine&query_place_id=ChIJA6XvZul0hlQRkENjK8lTR_4"
"A&S FUSION RESTRO + BAR","5","22","8028 Granville St","Vancouver","British Columbia","CA","https://ansfusion.ca/","+1 604-563-0403","Fine dining restaurant","https://www.google.com/maps/search/?api=1&query=A%26S%20FUSION%20RESTRO%20%2B%20BAR&query_place_id=ChIJM3xfjO11hlQR6Fc8d3__q5k"
"Kyuzo Japanese Restaurant","4.2","214","5701 Granville St #112","Vancouver","British Columbia","CA","http://kyuzo-japanese-restaurant.com/","+1 604-620-9979","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Kyuzo%20Japanese%20Restaurant&query_place_id=ChIJeXYDNIBzhlQRNkGaTWf3OYI"
"Thai Son Restaurant (Marine Dr, Vancouver)","3.9","446","1450 SW Marine Dr","Vancouver","British Columbia","CA","http://thaison.ca/","+1 604-559-6436","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Thai%20Son%20Restaurant%20(Marine%20Dr%2C%20Vancouver)&query_place_id=ChIJ-WKsPup0hlQRFSu9T1WoLQ8"
"BESPOKE & SUSHI","4.6","425","1306 W 73rd Ave","Vancouver","British Columbia","CA","https://bespokesushi.zomi.menu/","+1 604-689-8808","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=BESPOKE%20%26%20SUSHI&query_place_id=ChIJ0bGJRhl1hlQR8nqrqudRBI4"
"Mr. Tube Steak","4.8","39","155 W Kent Ave N","Vancouver","British Columbia","CA","https://mrtubesteak.ca/","+1 778-233-3564","Caterer","https://www.google.com/maps/search/?api=1&query=Mr.%20Tube%20Steak&query_place_id=ChIJF2MojKVxhlQRi0k-2pRaRPU"
"Red Star Seafood Restaurant","4","1036","8298 Granville St","Vancouver","British Columbia","CA","https://www.redstarvancouver.com/","+1 604-261-8389","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Red%20Star%20Seafood%20Restaurant&query_place_id=ChIJGYSUD4FxhlQRPynZNtbWUDM"
"Pho Ever","4.2","247","8178 Granville St","Vancouver","British Columbia","CA","https://phoever.zomi.menu/","+1 778-379-8387","Pho restaurant","https://www.google.com/maps/search/?api=1&query=Pho%20Ever&query_place_id=ChIJL8TunZN0hlQRvuJ8dwgvnD0"
"Southern Delicacy","4.1","174","6055 West Blvd","Vancouver","British Columbia","CA","https://www.southerndelicacy.ca/","+1 604-559-3939","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Southern%20Delicacy&query_place_id=ChIJ6WbKatZzhlQRXsf1_W3mzw4"
"Snackshot Marpole","4.1","647","7980 Granville St","Vancouver","British Columbia","CA","https://snackshot.ca/?fbclid=PAQ0xDSwK-A2tleHRuA2FlbQIxMQABp_w160Icww0jqoyds7sB7oRVQ7rLgG6DwifujSlob-E6Lhiv_huMxD9VtZdJ_aem_tpHaVz842BDstqa_Q8QBkQ","+1 604-559-7980","Dessert shop","https://www.google.com/maps/search/?api=1&query=Snackshot%20Marpole&query_place_id=ChIJQV05z5N0hlQRGHzxa5RUUTA"
"White Spot (Best Western)","3.6","1025","1041 SW Marine Dr","Vancouver","British Columbia","CA","https://www.whitespot.ca/locations/vancouver-coast-hotel/?utm_source=G&utm_medium=local&utm_campaign=google-local","+1 604-263-6667","Restaurant","https://www.google.com/maps/search/?api=1&query=White%20Spot%20(Best%20Western)&query_place_id=ChIJsR4Wx-50hlQRraBRLz20in0"
"Dosa Hut","4.1","865","7233 Fraser St","Vancouver","British Columbia","CA",,"+1 604-566-3111","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Dosa%20Hut&query_place_id=ChIJF7TCVEF0hlQR7fIHBPnGJUM"
"Pinyuexuan seafood restaurant","4.2","33","8532 Granville St","Vancouver","British Columbia","CA","https://pinyuexuanseafoodrestaurant.zomi.menu/","+1 604-264-7663","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=Pinyuexuan%20seafood%20restaurant&query_place_id=ChIJGRNWdgB1hlQRXfDPo3Lfp20"
"iSushi Japanese & Korean Restaurant","4.6","518","3883 Rupert St","Vancouver","British Columbia","CA","https://isushivancouver.ca/","+1 604-336-6553","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=iSushi%20Japanese%20%26%20Korean%20Restaurant&query_place_id=ChIJ-_BpAIZ3hlQRXkr9B4w5O64"
"Yoshida Sushi","4.8","222","5589 Victoria Dr","Vancouver","British Columbia","CA","http://instagram.com/yoshida_sushi_","+1 604-559-8322","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Yoshida%20Sushi&query_place_id=ChIJaThYL2R1hlQRQlOrLUV-z_I"
"Applause Japanese Restaurant","4.1","565","8269 Oak St","Vancouver","British Columbia","CA","https://www.applauserestaurant.ca/","+1 604-263-8968","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Applause%20Japanese%20Restaurant&query_place_id=ChIJC2NtpPJ0hlQROZoNC1bL5Z4"
"Romilano Pizza Restaurant Vancouver","4.7","300","1637 Renfrew St","Vancouver","British Columbia","CA","http://romilanopizza.com/","+1 604-428-9055","Pizza restaurant","https://www.google.com/maps/search/?api=1&query=Romilano%20Pizza%20Restaurant%20Vancouver&query_place_id=ChIJpUlbsFVxhlQRQmb_oZU56Fs"
"Lila Restaurant","4.5","170","3941 Main St","Vancouver","British Columbia","CA","https://www.lilarestaurant.ca/","+1 604-620-3256","Modern Indian restaurant","https://www.google.com/maps/search/?api=1&query=Lila%20Restaurant&query_place_id=ChIJ-07AIgFzhlQRiP1RnN_eWf8"
"LienHiep Restaurant","5","55","5083 Victoria Dr","Vancouver","British Columbia","CA",,"+1 236-470-0158","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=LienHiep%20Restaurant&query_place_id=ChIJ13sKQ-h3hlQRBzdqXtC2ktw"
"Heritage Restaurant & Bar","4.4","87","4242 Main St","Vancouver","British Columbia","CA","https://www.eatheritage.ca/","+1 604-559-6058","Restaurant","https://www.google.com/maps/search/?api=1&query=Heritage%20Restaurant%20%26%20Bar&query_place_id=ChIJDbmbOQBzhlQRwY3F_oToAkM"
"Basil Garden Restaurant","4.2","547","2889 E Broadway","Vancouver","British Columbia","CA","http://www.basilgarden.ca/","+1 604-871-9998","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Basil%20Garden%20Restaurant&query_place_id=ChIJcVnTMjNxhlQRxc4XNc6isP4"
"Thai Basil Restaurant","4.1","617","2184 Cornwall Ave","Vancouver","British Columbia","CA","http://www.thaibasilvancouver.ca/","+1 604-677-6767","Thai restaurant","https://www.google.com/maps/search/?api=1&query=Thai%20Basil%20Restaurant&query_place_id=ChIJyax7tUpyhlQR4GkUHQ4UraM"
"Kuma Japanese Restaurant","4.5","361","3446 Dunbar St","Vancouver","British Columbia","CA","https://www.facebook.com/kumajapanese","+1 604-739-0170","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Kuma%20Japanese%20Restaurant&query_place_id=ChIJx5SrZARzhlQR8VZ-FPrK3mY"
"Sushi Inn Japanese restaurant","4","240","3772 W 10th Ave","Vancouver","British Columbia","CA","https://sushiinnvancouver.ca/","+1 604-739-3818","Restaurant","https://www.google.com/maps/search/?api=1&query=Sushi%20Inn%20Japanese%20restaurant&query_place_id=ChIJISKNEhFzhlQROuPTDZB9SGU"
"Milano Casa Ristorante - Best Italian Restaurant","4.3","234","4397 W 10th Ave","Vancouver","British Columbia","CA","https://milanocasaristorantewthave.zomi.menu/","+1 604-558-1112","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Milano%20Casa%20Ristorante%20-%20Best%20Italian%20Restaurant&query_place_id=ChIJ7eHcu_BzhlQRSFGesrS2dh8"
"The Keg Steakhouse + Bar - Granville Island","4.2","2230","1499 Anderson St","Vancouver","British Columbia","CA","http://www.thekeg.com/en/locations/granville-island","+1 604-685-4735","Restaurant","https://www.google.com/maps/search/?api=1&query=The%20Keg%20Steakhouse%20%2B%20Bar%20-%20Granville%20Island&query_place_id=ChIJK-T5ZUbKcFMRssnXn4ubAnI"
"Little Bird Dim Sum + Craft Beer","4.2","555","2958 W 4th Ave","Vancouver","British Columbia","CA","https://littlebirddimsum.com/","+1 604-325-8132","Dim sum restaurant","https://www.google.com/maps/search/?api=1&query=Little%20Bird%20Dim%20Sum%20%2B%20Craft%20Beer&query_place_id=ChIJgxRuFx1zhlQRxKF57z3vSBI"
"Novo Italian","4.3","808","2118 Burrard St","Vancouver","British Columbia","CA","http://www.novoitalian.com/","+1 604-736-2220","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Novo%20Italian&query_place_id=ChIJGUqN0rdzhlQRKgnl-CofZDk"
"JinWei Kitchen | Vancouver Restaurant","4.5","68","5351 West Blvd","Vancouver","British Columbia","CA",,"+1 778-379-5598","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=JinWei%20Kitchen%20%7C%20Vancouver%20Restaurant&query_place_id=ChIJc9goDABzhlQRz2WEDiDAXHU"
"Moltan","4.3","748","1941 Cornwall Ave","Vancouver","British Columbia","CA","https://moltanrollbar.com/","+1 604-423-5677","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Moltan&query_place_id=ChIJES0Hv59zhlQR3o3zZddDP-I"
"Mr. Falafel","4.4","482","3685 W 10th Ave","Vancouver","British Columbia","CA","http://www.mrfalafel.ca/","+1 604-739-4403","Shawarma restaurant","https://www.google.com/maps/search/?api=1&query=Mr.%20Falafel&query_place_id=ChIJ7avCNP5yhlQRTs0kSKzT7G8"
"Curry N Grill East Indian Bistro {Indian Restaurants & Bar}","4.7","197","2666 Granville St","Vancouver","British Columbia","CA","https://curryngrill.ca/","+1 604-569-8191","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Curry%20N%20Grill%20East%20Indian%20Bistro%20%7BIndian%20Restaurants%20%26%20Bar%7D&query_place_id=ChIJfRrPeA1zhlQRw6yhiWKYNy0"
"Sunshine Diner","4.3","915","2649 W Broadway","Vancouver","British Columbia","CA",,"+1 604-733-7717","Diner","https://www.google.com/maps/search/?api=1&query=Sunshine%20Diner&query_place_id=ChIJW0Mtya1zhlQRLI5-bJxEaLY"
"Tayybeh | Dine-in Takeout and Catering","4.8","868","2836 W 4th Ave","Vancouver","British Columbia","CA","https://tayybeh.com/","+1 236-471-6257","Caterer","https://www.google.com/maps/search/?api=1&query=Tayybeh%20%7C%20Dine-in%20Takeout%20and%20Catering&query_place_id=ChIJxxv_LiNzhlQROxtxt94s-0Q"
"Masa Japanese Restaurant Vancouver","4","1050","1414 W Broadway","Vancouver","British Columbia","CA","https://masasushi.ca/","+1 604-732-0112","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Masa%20Japanese%20Restaurant%20Vancouver&query_place_id=ChIJ5Qg8CcdzhlQRLVzT-a95-FA"
"Lanzhou Beef Noodles","4.4","222","3217 W Broadway","Vancouver","British Columbia","CA",,"+1 604-558-3217","Mandarin restaurant","https://www.google.com/maps/search/?api=1&query=Lanzhou%20Beef%20Noodles&query_place_id=ChIJkVUZnIBzhlQRet-74tBcnrs"
"Apollonia Greek Restaurant","4.5","529","1830 Fir St","Vancouver","British Columbia","CA","http://www.apolloniagreekrestaurant.com/","+1 604-736-9559","Greek restaurant","https://www.google.com/maps/search/?api=1&query=Apollonia%20Greek%20Restaurant&query_place_id=ChIJh4OQFclzhlQRv31FeuNELts"
"Octopus' Garden Restaurant","4.6","493","1995 Cornwall Ave","Vancouver","British Columbia","CA","https://www.octopusgarden-canada.com/","+1 604-734-8971","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Octopus'%20Garden%20Restaurant&query_place_id=ChIJTTGev8pzhlQR0dARpnoVhtU"
"Le Pho Vietnamese Restaurant","4.5","788","2503 E Hastings St","Vancouver","British Columbia","CA","https://www.facebook.com/LePho604/","+1 604-255-9897","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Le%20Pho%20Vietnamese%20Restaurant&query_place_id=ChIJDXTkDyJxhlQRa78Uyk8u9GE"
"Gobble","4.6","175","2017 W 4th Ave","Vancouver","British Columbia","CA","https://gobblevancouver.com/","+1 604-732-8111","Restaurant","https://www.google.com/maps/search/?api=1&query=Gobble&query_place_id=ChIJq6pu0bVzhlQRm2MiYL0HVsE"
"Alimentaria Mexicana","4.2","1143","1596 Johnston St","Vancouver","British Columbia","CA","https://www.alimentariamexicana.com/","+1 236-521-8438","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Alimentaria%20Mexicana&query_place_id=ChIJ6YbxflxzhlQRFMibzsZ_vsI"
"Tekkaba Omakase Restaurant","4.4","277","68 E Cordova St","Vancouver","British Columbia","CA","https://www.tekkaba.ca/","+1 604-442-7552","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Tekkaba%20Omakase%20Restaurant&query_place_id=ChIJ80a3tt5xhlQRqcNz0jYhZeg"
"Pholicious","4.6","1153","430 W Pender St","Vancouver","British Columbia","CA","https://pholiciouscafe.com/?utm_source=google&utm_medium=maps&utm_campaign=website","+1 778-379-3322","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=Pholicious&query_place_id=ChIJZQfQ9XhxhlQRB6bAuVgAcwY"
"LanaLou's Restaurant","4.5","361","362 Powell St","Vancouver","British Columbia","CA","http://lanalous.wixsite.com/lanalous","+1 604-563-5055","Restaurant","https://www.google.com/maps/search/?api=1&query=LanaLou's%20Restaurant&query_place_id=ChIJi-YOfHFxhlQRQv-uuK9EoUk"
"Sarv restaurant","4.4","36","1205 E Hastings St","Vancouver","British Columbia","CA","http://www.sarvcatering.com/","+1 604-441-2216","Restaurant","https://www.google.com/maps/search/?api=1&query=Sarv%20restaurant&query_place_id=ChIJCZwlbuZxhlQRGHfy9-fzKdQ"
"Dosanko Restaurant","4.5","620","566 Powell St Unit #100","Vancouver","British Columbia","CA","http://dosankorestaurant.ca/","+1 604-251-2020","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Dosanko%20Restaurant&query_place_id=ChIJET2uRHJxhlQRIGUbZ-5Hi1Y"
"White Spot Kitsilano","4.2","1727","2518 W Broadway","Vancouver","British Columbia","CA","https://www.whitespot.ca/locations/vancouver-kitsilano/?utm_source=G&utm_medium=local&utm_campaign=google-local","+1 604-731-2434","Restaurant","https://www.google.com/maps/search/?api=1&query=White%20Spot%20Kitsilano&query_place_id=ChIJyR2qCq5zhlQRyz1_vsY1ARw"
"The Old Spaghetti Factory","4.4","8890","53 Water St","Vancouver","British Columbia","CA","http://www.oldspaghettifactory.ca/locations/gastown","+1 604-684-1288","Italian restaurant","https://www.google.com/maps/search/?api=1&query=The%20Old%20Spaghetti%20Factory&query_place_id=ChIJEwXWQndxhlQRRKy4phazLq0"
"Top Of Vancouver Revolving Restaurant","4.1","3201","555 W Hastings St","Vancouver","British Columbia","CA","https://topofvancouver.com/","+1 604-669-2220","Continental restaurant","https://www.google.com/maps/search/?api=1&query=Top%20Of%20Vancouver%20Revolving%20Restaurant&query_place_id=ChIJfe2sYHhxhlQRYY79aUl69vw"
"Second Beach Concession","3.6","321","8501 Stanley Park Dr","Vancouver","British Columbia","CA","https://order.vaneats.ca/secondbeach","+1 604-681-8029","Restaurant","https://www.google.com/maps/search/?api=1&query=Second%20Beach%20Concession&query_place_id=ChIJs6jf1CNyhlQRHsiDwDBOs8E"
"Sura Korean Royal Cuisine Restaurant Vancouver","4.4","2394","1518 Robson St","Vancouver","British Columbia","CA","http://www.surakoreancuisine.com/","+1 604-687-7872","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Sura%20Korean%20Royal%20Cuisine%20Restaurant%20Vancouver&query_place_id=ChIJcw7-mYdxhlQRxq9ZD4tvuH0"
"Sula Indian Restaurant, Main Street","4.4","2286","4172 Main St","Vancouver","British Columbia","CA","https://sulaindianrestaurant.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_main_hp","+1 604-874-5375","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Sula%20Indian%20Restaurant%2C%20Main%20Street&query_place_id=ChIJrQYJEzdzhlQRs1CzxiXdqLw"
"Third Beach Concession","3.8","295","Tatlow Walk","Vancouver","British Columbia","CA",,"+1 604-685-9549","Fast food restaurant","https://www.google.com/maps/search/?api=1&query=Third%20Beach%20Concession&query_place_id=ChIJUz8nCB1yhlQRnzxU7iJCnYA"
"Shizenya","4.5","1213","965 Hornby St","Vancouver","British Columbia","CA","https://shizenya.ca/restaurant-menu/","+1 604-568-0013","Japanese restaurant","https://www.google.com/maps/search/?api=1&query=Shizenya&query_place_id=ChIJ3WSkQdVzhlQRf-936T0TOv0"
"Sawasdee Thai Restaurant","4.4","1428","4250 Main St","Vancouver","British Columbia","CA","http://sawasdeethairestaurant.com/","+1 604-876-4030","Thai restaurant","https://www.google.com/maps/search/?api=1&query=Sawasdee%20Thai%20Restaurant&query_place_id=ChIJIcffCvdzhlQRZI-lN1QBMis"
"French Table","4","402","3916 Main St","Vancouver","British Columbia","CA","http://thefrenchtable.ca/","+1 604-689-3237","Restaurant","https://www.google.com/maps/search/?api=1&query=French%20Table&query_place_id=ChIJQ3aOHPpzhlQRmdSaUpr-CWE"
"Il Nido Italian Restaurant","4.4","387","780 Thurlow St","Vancouver","British Columbia","CA","http://www.ilnido.ca/","+1 604-685-6436","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Il%20Nido%20Italian%20Restaurant&query_place_id=ChIJjx8r94BxhlQRwYW-BIoHApg"
"Dynasty Seafood Restaurant","4.2","2086","108-777 W Broadway","Vancouver","British Columbia","CA","http://dynasty-restaurant.ca/contact","+1 604-876-8388","Seafood restaurant","https://www.google.com/maps/search/?api=1&query=Dynasty%20Seafood%20Restaurant&query_place_id=ChIJUxfUJcNzhlQR6ohfXAT0j7o"
"Robba da Matti (Yaletown)","4.2","1108","1127 Mainland St","Vancouver","British Columbia","CA","https://www.robbadamatti.com/","+1 604-558-1174","Italian restaurant","https://www.google.com/maps/search/?api=1&query=Robba%20da%20Matti%20(Yaletown)&query_place_id=ChIJXeMk-NZzhlQRLt5fF5PwNiY"
"Patron Tacos & Cantina","4.3","2521","265 Robson St","Vancouver","British Columbia","CA","https://www.patrontc.com/","+1 604-558-3368","Mexican restaurant","https://www.google.com/maps/search/?api=1&query=Patron%20Tacos%20%26%20Cantina&query_place_id=ChIJlU3DzX1xhlQRQKD6yVPPrx0"
"Fisherman's Wharf Dimsum","4.6","17","342 East Kent Ave S #101","Vancouver","British Columbia","CA","http://vancouverdimsum.com/","+1 604-323-1796","Dim sum restaurant","https://www.google.com/maps/search/?api=1&query=Fisherman's%20Wharf%20Dimsum&query_place_id=ChIJVQ5xOYJ1hlQRTJ1_QHf3dYA"
"The Saigonville Restaurant","4.6","221","2129 E Hastings St","Vancouver","British Columbia","CA","https://www.thesaigonville.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15111403240525261417","+1 778-800-6168","Vietnamese restaurant","https://www.google.com/maps/search/?api=1&query=The%20Saigonville%20Restaurant&query_place_id=ChIJj3YNOZ1xhlQRPMJ2whPmKCI"
"District Bar Restaurant Vancouver","4.1","400","121 Robson St","Vancouver","British Columbia","CA","http://www.districtbar.ca/","+1 604-336-3578","Canadian restaurant","https://www.google.com/maps/search/?api=1&query=District%20Bar%20Restaurant%20Vancouver&query_place_id=ChIJVyiQs31xhlQRvTelBNrAipY"
"Mirchi Restaurant","4.3","431","7964 Granville St","Vancouver","British Columbia","CA","https://mirchivancouver.com/?utm_source=google&utm_medium=maps&utm_campaign=website","+1 604-266-7000","Indian restaurant","https://www.google.com/maps/search/?api=1&query=Mirchi%20Restaurant&query_place_id=ChIJsY-AzpN0hlQRUDNi12On4Og"
"Dockside Restaurant","4","1525","1253 Johnston St","Vancouver","British Columbia","CA","http://www.docksidevancouver.com/","+1 604-685-7070","Restaurant","https://www.google.com/maps/search/?api=1&query=Dockside%20Restaurant&query_place_id=ChIJP6I2o89zhlQRSd2949wlALs"
"PRINKLE FRIED CHICKEN(Vancouver)","4.5","190","Across from Safeway, 8550 Granville St","Vancouver","British Columbia","CA","http://www.prinklechicken.com/","+1 604-566-2100","Fried chicken takeaway","https://www.google.com/maps/search/?api=1&query=PRINKLE%20FRIED%20CHICKEN(Vancouver)&query_place_id=ChIJKcHjOvd1hlQRumm36RnPQ3U"
"The London Fish (Windjammer Restaurant)","4.4","628","937 Commercial Dr","Vancouver","British Columbia","CA","https://thelondonfish.zomi.menu/","+1 604-876-6446","Fish & chips restaurant","https://www.google.com/maps/search/?api=1&query=The%20London%20Fish%20(Windjammer%20Restaurant)&query_place_id=ChIJSZi5euNzhlQRDKv0oXuLPDU"
"TaoTaoJu 陶陶居","4.2","105","5701 Granville St #110","Vancouver","British Columbia","CA","https://vioo.vip/TAOTAOJU","+1 778-379-2218","Chinese restaurant","https://www.google.com/maps/search/?api=1&query=TaoTaoJu%20%E9%99%B6%E9%99%B6%E5%B1%85&query_place_id=ChIJ42_DMYBzhlQRnst81B5HhFk"
"Dylan's","4.2","290","561 W 57th Ave","Vancouver","British Columbia","CA",,"+1 604-323-8064","Lunch restaurant","https://www.google.com/maps/search/?api=1&query=Dylan's&query_place_id=ChIJ21kdsmF0hlQRXIljFG2cQYA"
"Fighter Chicken(Best Price on Website！)","4.3","621","8631 Granville St","Vancouver","British Columbia","CA","https://fighterchickengranville.zomi.menu/","+1 604-225-9518","Fried chicken takeaway","https://www.google.com/maps/search/?api=1&query=Fighter%20Chicken(Best%20Price%20on%20Website%EF%BC%81)&query_place_id=ChIJX1cOoB91hlQRTMxYoMfN8ls"
"Rib & Chicken","4.5","253","8167 Granville St","Vancouver","British Columbia","CA","https://linktr.ee/ribnchickengranville","+1 604-559-2737","Korean restaurant","https://www.google.com/maps/search/?api=1&query=Rib%20%26%20Chicken&query_place_id=ChIJN95ELtR1hlQR_subttqqMhQ"
"Sushi Bar Shu","4.6","350","8099 Granville St","Vancouver","British Columbia","CA","http://www.sushibarshu.com/","+1 778-885-7109","Sushi restaurant","https://www.google.com/maps/search/?api=1&query=Sushi%20Bar%20Shu&query_place_id=ChIJ8Uf4nUJ1hlQR7DReziYfR6E"
"Keumsan Restaurant","4.2","39","8363 Granville St","Vancouver","British Columbia","CA","https://linktr.ee/keumsanrestaurant",,"Korean restaurant","https://www.google.com/maps/search/?api=1&query=Keumsan%20Restaurant&query_place_id=ChIJxexxQ7B1hlQRwkrcyk_Qu20"
